Input	Input Type	MGI Gene/Marker ID	MP ID	Term
CTNNB1	current symbol	MGI:88276	MP:0000040	absent middle ear ossicles
CTNNB1	current symbol	MGI:88276	MP:0000066	osteoporosis
CTNNB1	current symbol	MGI:88276	MP:0000067	osteopetrosis
CTNNB1	current symbol	MGI:88276	MP:0000073	absent craniofacial bones
CTNNB1	current symbol	MGI:88276	MP:0000074	abnormal neurocranium morphology
CTNNB1	current symbol	MGI:88276	MP:0000087	absent mandible
CTNNB1	current symbol	MGI:88276	MP:0000111	cleft palate
CTNNB1	current symbol	MGI:88276	MP:0000116	abnormal tooth development
CTNNB1	current symbol	MGI:88276	MP:0000128	growth retardation of molars
CTNNB1	current symbol	MGI:88276	MP:0000130	abnormal trabecular bone morphology
CTNNB1	current symbol	MGI:88276	MP:0000163	abnormal cartilage morphology
CTNNB1	current symbol	MGI:88276	MP:0000164	abnormal cartilage development
CTNNB1	current symbol	MGI:88276	MP:0000166	abnormal chondrocyte morphology
CTNNB1	current symbol	MGI:88276	MP:0000219	increased neutrophil cell number
CTNNB1	current symbol	MGI:88276	MP:0000324	increased mast cell number
CTNNB1	current symbol	MGI:88276	MP:0000333	decreased bone marrow cell number
CTNNB1	current symbol	MGI:88276	MP:0000346	broad head
CTNNB1	current symbol	MGI:88276	MP:0000352	decreased cell proliferation
CTNNB1	current symbol	MGI:88276	MP:0000364	abnormal vascular regression
CTNNB1	current symbol	MGI:88276	MP:0000371	diluted coat color
CTNNB1	current symbol	MGI:88276	MP:0000377	abnormal hair follicle morphology
CTNNB1	current symbol	MGI:88276	MP:0000378	absent hair follicles
CTNNB1	current symbol	MGI:88276	MP:0000379	decreased hair follicle number
CTNNB1	current symbol	MGI:88276	MP:0000392	accelerated hair follicle regression
CTNNB1	current symbol	MGI:88276	MP:0000414	alopecia
CTNNB1	current symbol	MGI:88276	MP:0000418	focal hair loss
CTNNB1	current symbol	MGI:88276	MP:0000428	abnormal craniofacial morphology
CTNNB1	current symbol	MGI:88276	MP:0000432	abnormal head morphology
CTNNB1	current symbol	MGI:88276	MP:0000433	microcephaly
CTNNB1	current symbol	MGI:88276	MP:0000436	abnormal head movements
CTNNB1	current symbol	MGI:88276	MP:0000438	abnormal cranium morphology
CTNNB1	current symbol	MGI:88276	MP:0000440	domed cranium
CTNNB1	current symbol	MGI:88276	MP:0000447	flattened snout
CTNNB1	current symbol	MGI:88276	MP:0000484	abnormal pulmonary artery morphology
CTNNB1	current symbol	MGI:88276	MP:0000488	abnormal intestinal epithelium morphology
CTNNB1	current symbol	MGI:88276	MP:0000490	abnormal crypts of Lieberkuhn morphology
CTNNB1	current symbol	MGI:88276	MP:0000496	abnormal small intestine morphology
CTNNB1	current symbol	MGI:88276	MP:0000520	absent kidney
CTNNB1	current symbol	MGI:88276	MP:0000527	abnormal kidney development
CTNNB1	current symbol	MGI:88276	MP:0000536	hydroureter
CTNNB1	current symbol	MGI:88276	MP:0000538	abnormal urinary bladder morphology
CTNNB1	current symbol	MGI:88276	MP:0000540	abnormal urinary bladder urothelium morphology
CTNNB1	current symbol	MGI:88276	MP:0000547	short limbs
CTNNB1	current symbol	MGI:88276	MP:0000550	abnormal forelimb morphology
CTNNB1	current symbol	MGI:88276	MP:0000553	absent radius
CTNNB1	current symbol	MGI:88276	MP:0000556	abnormal hindlimb morphology
CTNNB1	current symbol	MGI:88276	MP:0000557	absent hindlimb
CTNNB1	current symbol	MGI:88276	MP:0000562	polydactyly
CTNNB1	current symbol	MGI:88276	MP:0000572	abnormal autopod morphology
CTNNB1	current symbol	MGI:88276	MP:0000733	abnormal muscle development
CTNNB1	current symbol	MGI:88276	MP:0000762	abnormal tongue morphology
CTNNB1	current symbol	MGI:88276	MP:0000763	abnormal filiform papillae morphology
CTNNB1	current symbol	MGI:88276	MP:0000774	decreased brain size
CTNNB1	current symbol	MGI:88276	MP:0000781	decreased corpus callosum size
CTNNB1	current symbol	MGI:88276	MP:0000784	forebrain hypoplasia
CTNNB1	current symbol	MGI:88276	MP:0000787	abnormal telencephalon morphology
CTNNB1	current symbol	MGI:88276	MP:0000788	abnormal cerebral cortex morphology
CTNNB1	current symbol	MGI:88276	MP:0000807	abnormal hippocampus morphology
CTNNB1	current symbol	MGI:88276	MP:0000814	absent dentate gyrus
CTNNB1	current symbol	MGI:88276	MP:0000825	dilated lateral ventricles
CTNNB1	current symbol	MGI:88276	MP:0000841	abnormal hindbrain morphology
CTNNB1	current symbol	MGI:88276	MP:0000850	absent cerebellum
CTNNB1	current symbol	MGI:88276	MP:0000852	small cerebellum
CTNNB1	current symbol	MGI:88276	MP:0000897	abnormal midbrain morphology
CTNNB1	current symbol	MGI:88276	MP:0000906	abnormal trigeminal V mesencephalic nucleus morphology
CTNNB1	current symbol	MGI:88276	MP:0000913	abnormal brain development
CTNNB1	current symbol	MGI:88276	MP:0000934	abnormal telencephalon development
CTNNB1	current symbol	MGI:88276	MP:0000939	decreased motor neuron number
CTNNB1	current symbol	MGI:88276	MP:0000956	decreased spinal cord size
CTNNB1	current symbol	MGI:88276	MP:0000961	abnormal dorsal root ganglion morphology
CTNNB1	current symbol	MGI:88276	MP:0001056	abnormal cranial nerve morphology
CTNNB1	current symbol	MGI:88276	MP:0001062	absent oculomotor nerve
CTNNB1	current symbol	MGI:88276	MP:0001071	abnormal facial nerve morphology
CTNNB1	current symbol	MGI:88276	MP:0001073	abnormal glossopharyngeal nerve morphology
CTNNB1	current symbol	MGI:88276	MP:0001074	abnormal vagus nerve morphology
CTNNB1	current symbol	MGI:88276	MP:0001076	abnormal hypoglossal nerve morphology
CTNNB1	current symbol	MGI:88276	MP:0001154	seminiferous tubule degeneration
CTNNB1	current symbol	MGI:88276	MP:0001176	abnormal lung development
CTNNB1	current symbol	MGI:88276	MP:0001181	absent lungs
CTNNB1	current symbol	MGI:88276	MP:0001212	skin lesions
CTNNB1	current symbol	MGI:88276	MP:0001216	abnormal epidermal layer morphology
CTNNB1	current symbol	MGI:88276	MP:0001219	thick epidermis
CTNNB1	current symbol	MGI:88276	MP:0001265	decreased body size
CTNNB1	current symbol	MGI:88276	MP:0001280	loss of vibrissae
CTNNB1	current symbol	MGI:88276	MP:0001284	absent vibrissae
CTNNB1	current symbol	MGI:88276	MP:0001293	anophthalmia
CTNNB1	current symbol	MGI:88276	MP:0001297	microphthalmia
CTNNB1	current symbol	MGI:88276	MP:0001300	ocular hypertelorism
CTNNB1	current symbol	MGI:88276	MP:0001304	cataract
CTNNB1	current symbol	MGI:88276	MP:0001306	small lens
CTNNB1	current symbol	MGI:88276	MP:0001341	absent eyelids
CTNNB1	current symbol	MGI:88276	MP:0001363	increased anxiety-related response
CTNNB1	current symbol	MGI:88276	MP:0001382	abnormal nursing
CTNNB1	current symbol	MGI:88276	MP:0001405	impaired coordination
CTNNB1	current symbol	MGI:88276	MP:0001408	stereotypic behavior
CTNNB1	current symbol	MGI:88276	MP:0001436	abnormal suckling behavior
CTNNB1	current symbol	MGI:88276	MP:0001441	increased grooming behavior
CTNNB1	current symbol	MGI:88276	MP:0001447	abnormal nest building behavior
CTNNB1	current symbol	MGI:88276	MP:0001473	reduced long term potentiation
CTNNB1	current symbol	MGI:88276	MP:0001529	abnormal vocalization
CTNNB1	current symbol	MGI:88276	MP:0001614	abnormal blood vessel morphology
CTNNB1	current symbol	MGI:88276	MP:0001622	abnormal vasculogenesis
CTNNB1	current symbol	MGI:88276	MP:0001674	abnormal germ layer development
CTNNB1	current symbol	MGI:88276	MP:0001675	abnormal ectoderm development
CTNNB1	current symbol	MGI:88276	MP:0001676	abnormal apical ectodermal ridge morphology
CTNNB1	current symbol	MGI:88276	MP:0001680	abnormal mesoderm development
CTNNB1	current symbol	MGI:88276	MP:0001683	absent mesoderm
CTNNB1	current symbol	MGI:88276	MP:0001684	abnormal axial mesoderm morphology
CTNNB1	current symbol	MGI:88276	MP:0001688	abnormal somite development
CTNNB1	current symbol	MGI:88276	MP:0001695	abnormal gastrulation
CTNNB1	current symbol	MGI:88276	MP:0001696	failure to gastrulate
CTNNB1	current symbol	MGI:88276	MP:0001698	decreased embryo size
CTNNB1	current symbol	MGI:88276	MP:0001705	abnormal proximal-distal axis patterning
CTNNB1	current symbol	MGI:88276	MP:0001710	absent amniotic folds
CTNNB1	current symbol	MGI:88276	MP:0001711	abnormal placenta morphology
CTNNB1	current symbol	MGI:88276	MP:0001718	abnormal visceral yolk sac morphology
CTNNB1	current symbol	MGI:88276	MP:0001722	pale yolk sac
CTNNB1	current symbol	MGI:88276	MP:0001787	pericardial edema
CTNNB1	current symbol	MGI:88276	MP:0001869	pancreas inflammation
CTNNB1	current symbol	MGI:88276	MP:0001914	hemorrhage
CTNNB1	current symbol	MGI:88276	MP:0001915	intracranial hemorrhage
CTNNB1	current symbol	MGI:88276	MP:0001925	male infertility
CTNNB1	current symbol	MGI:88276	MP:0001944	abnormal pancreas morphology
CTNNB1	current symbol	MGI:88276	MP:0002020	increased tumor incidence
CTNNB1	current symbol	MGI:88276	MP:0002058	neonatal lethality
CTNNB1	current symbol	MGI:88276	MP:0002064	seizures
CTNNB1	current symbol	MGI:88276	MP:0002073	abnormal hair growth
CTNNB1	current symbol	MGI:88276	MP:0002080	prenatal lethality
CTNNB1	current symbol	MGI:88276	MP:0002083	premature death
CTNNB1	current symbol	MGI:88276	MP:0002084	abnormal developmental patterning
CTNNB1	current symbol	MGI:88276	MP:0002085	abnormal embryonic tissue morphology
CTNNB1	current symbol	MGI:88276	MP:0002086	abnormal extraembryonic tissue morphology
CTNNB1	current symbol	MGI:88276	MP:0002092	abnormal eye morphology
CTNNB1	current symbol	MGI:88276	MP:0002116	abnormal craniofacial bone morphology
CTNNB1	current symbol	MGI:88276	MP:0002135	abnormal kidney morphology
CTNNB1	current symbol	MGI:88276	MP:0002151	abnormal neural tube morphology
CTNNB1	current symbol	MGI:88276	MP:0002152	abnormal brain morphology
CTNNB1	current symbol	MGI:88276	MP:0002169	no abnormal phenotype detected
CTNNB1	current symbol	MGI:88276	MP:0002188	small heart
CTNNB1	current symbol	MGI:88276	MP:0002196	absent corpus callosum
CTNNB1	current symbol	MGI:88276	MP:0002210	abnormal sex determination
CTNNB1	current symbol	MGI:88276	MP:0002216	abnormal seminiferous tubule morphology
CTNNB1	current symbol	MGI:88276	MP:0002404	increased intestinal adenoma incidence
CTNNB1	current symbol	MGI:88276	MP:0002579	disorganized secondary lens fibers
CTNNB1	current symbol	MGI:88276	MP:0002655	abnormal keratinocyte morphology
CTNNB1	current symbol	MGI:88276	MP:0002693	abnormal pancreas physiology
CTNNB1	current symbol	MGI:88276	MP:0002705	dilated renal tubules
CTNNB1	current symbol	MGI:88276	MP:0002718	abnormal inner cell mass morphology
CTNNB1	current symbol	MGI:88276	MP:0002726	abnormal pulmonary vein morphology
CTNNB1	current symbol	MGI:88276	MP:0002741	small olfactory bulb
CTNNB1	current symbol	MGI:88276	MP:0002792	abnormal retinal vasculature morphology
CTNNB1	current symbol	MGI:88276	MP:0002797	increased thigmotaxis
CTNNB1	current symbol	MGI:88276	MP:0002801	abnormal long term object recognition memory
CTNNB1	current symbol	MGI:88276	MP:0002803	abnormal operant conditioning behavior
CTNNB1	current symbol	MGI:88276	MP:0002809	increased spinal cord size
CTNNB1	current symbol	MGI:88276	MP:0002896	abnormal bone mineralization
CTNNB1	current symbol	MGI:88276	MP:0002906	increased susceptibility to pharmacologically induced seizures
CTNNB1	current symbol	MGI:88276	MP:0002932	abnormal joint morphology
CTNNB1	current symbol	MGI:88276	MP:0002957	increased intestinal adenocarcinoma incidence
CTNNB1	current symbol	MGI:88276	MP:0002989	small kidney
CTNNB1	current symbol	MGI:88276	MP:0003055	abnormal long bone epiphyseal plate morphology
CTNNB1	current symbol	MGI:88276	MP:0003087	absent allantois
CTNNB1	current symbol	MGI:88276	MP:0003126	abnormal external female genitalia morphology
CTNNB1	current symbol	MGI:88276	MP:0003190	fused synovial joints
CTNNB1	current symbol	MGI:88276	MP:0003205	testicular atrophy
CTNNB1	current symbol	MGI:88276	MP:0003229	abnormal vitelline vasculature morphology
CTNNB1	current symbol	MGI:88276	MP:0003232	abnormal forebrain development
CTNNB1	current symbol	MGI:88276	MP:0003236	abnormal lens capsule morphology
CTNNB1	current symbol	MGI:88276	MP:0003237	abnormal lens epithelium morphology
CTNNB1	current symbol	MGI:88276	MP:0003321	tracheoesophageal fistula
CTNNB1	current symbol	MGI:88276	MP:0003334	pancreas fibrosis
CTNNB1	current symbol	MGI:88276	MP:0003413	hair follicle degeneration
CTNNB1	current symbol	MGI:88276	MP:0003417	premature endochondral bone ossification
CTNNB1	current symbol	MGI:88276	MP:0003420	delayed intramembranous bone ossification
CTNNB1	current symbol	MGI:88276	MP:0003424	premature neuronal precursor differentiation
CTNNB1	current symbol	MGI:88276	MP:0003446	renal hypoplasia
CTNNB1	current symbol	MGI:88276	MP:0003553	abnormal foreskin morphology
CTNNB1	current symbol	MGI:88276	MP:0003604	single kidney
CTNNB1	current symbol	MGI:88276	MP:0003605	fused kidneys
CTNNB1	current symbol	MGI:88276	MP:0003632	abnormal nervous system morphology
CTNNB1	current symbol	MGI:88276	MP:0003675	kidney cysts
CTNNB1	current symbol	MGI:88276	MP:0003704	abnormal hair follicle development
CTNNB1	current symbol	MGI:88276	MP:0003723	abnormal long bone morphology
CTNNB1	current symbol	MGI:88276	MP:0003743	abnormal facial morphology
CTNNB1	current symbol	MGI:88276	MP:0003795	abnormal bone structure
CTNNB1	current symbol	MGI:88276	MP:0003826	abnormal Mullerian duct morphology
CTNNB1	current symbol	MGI:88276	MP:0003869	ectopic cartilage
CTNNB1	current symbol	MGI:88276	MP:0003886	abnormal embryonic epiblast morphology
CTNNB1	current symbol	MGI:88276	MP:0003895	increased ectoderm apoptosis
CTNNB1	current symbol	MGI:88276	MP:0003935	abnormal craniofacial development
CTNNB1	current symbol	MGI:88276	MP:0003974	abnormal endocardium morphology
CTNNB1	current symbol	MGI:88276	MP:0003984	embryonic growth retardation
CTNNB1	current symbol	MGI:88276	MP:0004007	abnormal lung vasculature morphology
CTNNB1	current symbol	MGI:88276	MP:0004016	decreased bone mass
CTNNB1	current symbol	MGI:88276	MP:0004073	caudal body truncation
CTNNB1	current symbol	MGI:88276	MP:0004081	abnormal globus pallidus morphology
CTNNB1	current symbol	MGI:88276	MP:0004163	abnormal adenohypophysis morphology
CTNNB1	current symbol	MGI:88276	MP:0004205	absent hyoid bone
CTNNB1	current symbol	MGI:88276	MP:0004320	split sternum
CTNNB1	current symbol	MGI:88276	MP:0004354	absent deltoid tuberosity
CTNNB1	current symbol	MGI:88276	MP:0004359	short ulna
CTNNB1	current symbol	MGI:88276	MP:0004382	abnormal hair follicle melanogenesis
CTNNB1	current symbol	MGI:88276	MP:0004486	decreased response of heart to induced stress
CTNNB1	current symbol	MGI:88276	MP:0004538	abnormal maxillary shelf morphology
CTNNB1	current symbol	MGI:88276	MP:0004539	absent maxilla
CTNNB1	current symbol	MGI:88276	MP:0004572	fusion of basioccipital and basisphenoid bone
CTNNB1	current symbol	MGI:88276	MP:0004686	decreased length of long bones
CTNNB1	current symbol	MGI:88276	MP:0004726	abnormal nasal capsule morphology
CTNNB1	current symbol	MGI:88276	MP:0004791	absent lower incisors
CTNNB1	current symbol	MGI:88276	MP:0004793	abnormal synaptic vesicle clustering
CTNNB1	current symbol	MGI:88276	MP:0004811	abnormal neuron physiology
CTNNB1	current symbol	MGI:88276	MP:0004852	decreased testis weight
CTNNB1	current symbol	MGI:88276	MP:0004936	impaired branching involved in ureteric bud morphogenesis
CTNNB1	current symbol	MGI:88276	MP:0004984	increased osteoclast cell number
CTNNB1	current symbol	MGI:88276	MP:0004985	decreased osteoclast cell number
CTNNB1	current symbol	MGI:88276	MP:0004992	increased bone resorption
CTNNB1	current symbol	MGI:88276	MP:0004993	decreased bone resorption
CTNNB1	current symbol	MGI:88276	MP:0005077	abnormal melanogenesis
CTNNB1	current symbol	MGI:88276	MP:0005108	abnormal ulna morphology
CTNNB1	current symbol	MGI:88276	MP:0005167	abnormal blood-brain barrier function
CTNNB1	current symbol	MGI:88276	MP:0005171	absent coat pigmentation
CTNNB1	current symbol	MGI:88276	MP:0005220	abnormal exocrine pancreas morphology
CTNNB1	current symbol	MGI:88276	MP:0005221	abnormal rostral-caudal axis patterning
CTNNB1	current symbol	MGI:88276	MP:0005238	increased brain size
CTNNB1	current symbol	MGI:88276	MP:0005296	abnormal humerus morphology
CTNNB1	current symbol	MGI:88276	MP:0005315	absent pituitary gland
CTNNB1	current symbol	MGI:88276	MP:0005359	growth retardation of incisors
CTNNB1	current symbol	MGI:88276	MP:0005503	abnormal tendon morphology
CTNNB1	current symbol	MGI:88276	MP:0005504	abnormal ligament morphology
CTNNB1	current symbol	MGI:88276	MP:0005508	abnormal skeleton morphology
CTNNB1	current symbol	MGI:88276	MP:0005545	abnormal lens development
CTNNB1	current symbol	MGI:88276	MP:0005579	absent outer ear
CTNNB1	current symbol	MGI:88276	MP:0005587	abnormal Meckel's cartilage morphology
CTNNB1	current symbol	MGI:88276	MP:0005605	increased bone mass
CTNNB1	current symbol	MGI:88276	MP:0005621	abnormal cell physiology
CTNNB1	current symbol	MGI:88276	MP:0006054	spinal hemorrhage
CTNNB1	current symbol	MGI:88276	MP:0006055	abnormal vascular endothelial cell morphology
CTNNB1	current symbol	MGI:88276	MP:0006262	increased testis tumor incidence
